conversation,augmented_conversation,translation_check
다들 단풍 보러 간다는데 우린 안 가?❤️솔직히 빨간 나무 구경이 좀 지루해.❤️사진 백 장 찍어도 결국 비슷하더라.❤️대신 방에서 영화 마라톤 어떄?❤️팝콘 준비하면 더 흥미롭지.❤️지루한 산책보다 푹신한 소파가 좋아.❤️창문 넘어 살짝 보이는 노랑도 충분해.❤️우리만의 단풍 데이로 만족하자.,"모두들 단풍 구경 간다는데, 우리도 안 갈 거야? <LF> 솔직히 붉은 나무 보는 건 조금 지루해. <LF> 백 장 사진 찍어도 다 비슷비슷해 보이고. <LF> 대신 방에서 영화 마라톤 어때? <LF> 팝콘 좀 준비하면 더 신날 거야. <LF> 따분한 산책보다 아늑한 소파가 좋아. <LF> 창문으로 비치는 노란 빛만으로도 충분해. <LF> 우리만의 작은 가을 하루에 만족하자.",True
신작 게임 출시일 갑자기 앞당겨졌대!❤️정말? 한 달이나 기다릴 줄 알았는데.❤️트레일러 보자마자 소름 돋았다니까.❤️예판 수량 한정이라 놀라서 바로 질렀어.❤️서버 열리면 밤새 플레이각이네.❤️공략 정보도 없어서 더 두근거려.❤️놀람이 설렘으로 바뀌었어.❤️카운트다운 시작!,신작 게임 출시일이 갑자기 앞당겨졌어! <LF> 정말? 한 달이나 기다려야 할 줄 알았는데. <LF> 예고편을 보는 순간 소름이 돋았어. <LF> 예약 판매 수량이 한정돼서 너무 놀라서 바로 구매했어. <LF> 서버가 열리면 밤새도록 플레이할 거야. <LF> 아직 공략 정보가 없어서 더 신나. <LF> 놀람이 기대감으로 바뀌었어. <LF> 카운트다운을 시작하자!,True
"아침에 스무디 볼 만들었다며?❤️응, 귀리랑 바나나 조합이라 포만감 최고.❤️나도 맛봤는데 만족감 장난 아니더라.❤️설거지도 믹서 하나라 간단하지.❤️형제끼리 건강 루틴 공유하니 좋네.❤️내일은 내가 시금치 넣어볼게.❤️좋아, 메뉴 돌아가면서 개발하자.❤️아침 시간 효율이 확 올라간다.","오늘 아침에 스무디 볼 만들었지? <LF>  그래, 귀리랑 바나나 조합이 정말 든든해. <LF>  나도 먹어봤는데, 만족도가 엄청 높았어. <LF>  한 대 믹서기만 쓰니까 설거지도 간단하고. <LF>  형제끼리 건강한 습관을 공유하는 게 정말 좋아. <LF>  내일은 시금치도 넣어볼게. <LF>  좋아, 새로운 레시피 번갈아가며 만들어 보자. <LF>  이거 진짜 아침 효율이 확 올라가네.",True
팀장님이 자리 사진 제출하라는데 불안해.❤️책상 위 서류탑부터 정리해야 할 듯.❤️정리하다 중요 문서 잃어버릴까 걱정이야.❤️파일링 시스템 새로 만들자.❤️시간이 촉박해서 손이 떨려.❤️우선 버릴 것과 보관을 구분해봐.❤️불안하지만 해야 속이 편해.❤️내일 아침 일찍 출근해서 마무리하자.,팀 리더가 제 책상 사진을 제출하라고 하셔서 긴장되고 있어요. <LF> 우선 책상 위에 쌓여 있는 서류 더미를 정리하는 것부터 시작해야 할 것 같아요. <LF> 정리하다가 중요한 서류를 잃어버릴까 봐 걱정돼요. <LF> 새로운 서류 분류 체계를 만들어야겠어요. <LF> 시간이 너무 촉박해서 손이 떨릴 정도예요. <LF> 먼저 버릴 것과 보관할 것을 분류할 거예요. <LF> 긴장되지만 다 끝나면 훨씬 나아질 거예요. <LF> 내일 아침 일찍 와서 모든 걸 마무리할 거예요.,True
"조카 생일파티 초대장 못 받았어요.❤️아, 깜빡했어. 선배만 오라고 한 건 아니었어.❤️후배도 조카 이모잖아요, 섭섭해요.❤️미안, 인원 제한 있어서 급히 정했어.❤️그럼 선물만이라도 전달할게.❤️파티 끝나고 영상 같이 볼래?❤️섭섭함 풀어주면 좋겠어요.❤️다음엔 꼭 함께해요.","조카 생일 파티 초대장을 못 받았어. <LF> 아, 완전히 잊었네. 어르신들만 오는 게 아니었어. <LF> 너도 내 조카의 이모니까, 조금 서운해. <LF> 미안해, 손님 수에 제한이 있어서 빨리 결정해야 했어. <LF> 그럼 최소한 선물은 보낼게. <LF> 파티 끝나고 같이 영상 볼래? <LF> 이 마음이 조금이라도 풀리길 바래. <LF> 다음엔 꼭 함께하자.",True
"이번 주 랭크전 못 온다며?❤️시험 공부 때문에 접속 줄여야 해.❤️알겠지만 서운하다, 우리 팀 포지션 비는데.❤️성적 떨어지면 게임도 못 할걸.❤️그래도 주말 한 판 정도는 되지?❤️밤새 공부하고 잠깐 들어올게.❤️서운해도 이해해줄게, 합격 기원.❤️고마워, 끝나고 같이 달리자.","이번 주에 랭크 경기 못 간다고 했지? <LF> 시험 공부 때문에 게임 줄여야 하는 거 알아. <LF> 이해는 하지만 우리 팀 포지션이 비어서 좀 아쉬워. <LF> 성적이 떨어지면 아예 게임도 못 할 테니까. <LF> 그래도 주말에는 적어도 한 판은 할 수 있지? <LF> 난 밤새 공부할 거니까 잠깐 얼굴만 볼게. <LF> 아쉽긴 하지만 이해해—성공 기원할게! <LF> 고마워, 끝나고 나면 같이 열심히 하자.",True
"첫 운전 연습 어땠어?❤️생각보다 부드럽게 출발해서 만족했어.❤️코치도 칭찬하길래 자신감 상승.❤️주차까지 한 번에 성공했다며?❤️응, 사이드 미러 각도가 신의 한 수였지.❤️다음엔 고속도로 맛보기 도전하자.❤️좋아, 드라이브스루 커피까지 목표.❤️만족스러운 첫걸음이야.","첫 운전 연습은 어땠어? <LF> 생각보다 더 부드럽게 시작해서 만족스러웠어. <LF> 코치님이 칭찬해 주셔서 자신감이 올라갔어. <LF> 첫 시도에 주차도 성공했지? <LF> 응, 사이드 미러 각도 조절이 정말 신의 한 수였어. <LF> 다음에는 고속도로에서 조금 경험해 보자. <LF> 좋아, 드라이브 스루에서 커피도 목표로 하자. <LF> 만족스러운 첫걸음이었어.",True
엄마가 초등학교 친구 찾아달라는데?❤️전화번호부 뒤지는 중인데 진짜 짜증나.❤️동창회 앱 가입까지 했다고?❤️검색 기능이 느려서 속 터져.❤️왜 갑자기 옛 친구가 궁금해지셨대.❤️추억도 좋지만 기술이 안 따라줘.❤️나중엔 우편이라도 보내야 할 판.❤️짜증나도 도와드려야지 뭐.,엄마가 초등학교 친구들을 찾아 달라고 하셨어요.<LF> 전화번호부를 뒤지고 있는데 정말 귀찮아요.<LF> 심지어 동창회 앱에도 가입하셨다니요?<LF> 검색 기능 속도가 너무 느려서 미치겠어요.<LF> 갑자기 옛 친구들이 궁금해지셨대요.<LF> 추억은 좋지만 기술이 도와주지 않네요.<LF> 곧 편지를 보내야 할지도 몰라요.<LF> 답답해도 어쩔 수 없이 도와드려야겠어요.,True
헬스장 등록했다며? 분위기 어땠어?❤️학생 할인이라 부담 없고 샤워실도 깨끗했어.❤️러닝머신 앞 창이 숲뷰라 편안해.❤️스트레칭 존 매트도 폭신했다.❤️끝나고 사우나에서 피로 풀 수 있어 좋더라.❤️다음엔 요가 클래스도 같이 들어볼래?❤️운동 루틴이 편안하게 자리 잡힐 듯.❤️함께 하면 지속력이 생길 거야.,"헬스장 등록했다고 했잖아? 분위기는 어땠어? <LF> 학생 할인 덕분에 부담 없이 이용할 수 있었고, 샤워실도 깨끗했어. <LF> 러닝머신 앞에 있는 창문으로는 숲의 평화로운 풍경이 보여서 기분이 좋더라. <LF> 스트레칭 존의 매트도 부드럽고 편안했어. <LF> 운동 후 사우나에서 여유롭게 쉴 수 있어서 좋았어. <LF> 다음에 같이 요가 수업 한 번 들어볼래? <LF> 네 운동 루틴이 잘 자리 잡을 거라고 생각해. <LF> 같이 하면 꾸준히 할 수 있을 거야.",True
이삿날 도와준다니 고마워요.❤️짐 리스트 보니까 박스가 예상보다 많네요.❤️식기류는 내가 안전포장 해둘게요.❤️책상 분해는 전동드릴 챙겨올게요.❤️덕분에 마음이 한결 가벼워졌어요.❤️점심은 제가 샌드위치 쏩니다.❤️수고 덜어주셔서 진짜 감사해요.❤️깔끔하게 끝내고 새집에서 커피합시다.,이사 날 도와주겠다고 해줘서 고마워요. <LF> 포장 목록을 보니 예상보다 상자가 더 많네요. <LF> 접시는 제가 직접 안전하게 포장할게요. <LF> 책상 분해할 때 쓸 전기 드릴을 가져올게요. <LF> 덕분에 훨씬 마음이 놓여요. <LF> 점심은 제가 쏠게요—샌드위치를 사 올게요. <LF> 짐을 덜어줘서 정말 고마워요. <LF> 깔끔하게 마무리하고 새 집에서 커피 한잔해요.,True
"점심 메뉴 또 회의해야 하나?❤️솔직히 지루해, 선택지가 매일 똑같아.❤️그럼 제비뽑기로 결정하자.❤️어제도 그랬는데 결과가 짬뽕이었잖아.❤️그래도 회의보단 빠르잖아.❤️지루해도 배고프면 결국 뭐든 맛있어.❤️그 말이 또 맞네, 아무거나 먹자.❤️오늘은 회의 생략!","우리 점심 메뉴 때문에 또 회의를 해야 하나요? <LF> 솔직히 좀 지루해요. 매일 메뉴가 똑같거든요. <LF> 그럼 제비뽑기로 결정해요. <LF> 근데 어제도 그랬잖아요, 결과는 어쨌든 짬뽕이었고요. <LF> 그래도 회의하는 것보단 그게 더 빠르잖아요. <LF> 지루해도 배고프면 다 맛있게 느껴져요. <LF> 맞아요. 그냥 아무거나 먹죠. <LF> 오늘은 회의 없어요!",True
"아까 후진 주차 실력 봤어요, 깜짝 놀랐네요!❤️저도 놀랐어요, 거울보다 센서가 더 믿음직.❤️30분 만에 성공하시다니 대단해요.❤️긴장돼서 손에 땀났거든요.❤️이웃분들 박수 쳐줘서 힘났죠.❤️다음엔 평행주차 도전하세요!❤️놀란 김에 연습 더 해야겠어요.❤️안전운전이 최고죠.","아까 당신이 후진 주차하는 모습을 봤는데, 정말 놀랐어요! <LF> 저도 놀랐어요—센서가 거울보다 훨씬 더 신뢰할만하더라고요. <LF> 단 30분 만에 성공하다니 정말 대단해요. <LF> 너무 긴장돼서 손에 땀이 났어요. <LF> 이웃들이 응원해 준 덕분에 힘이 났던 것 같아요. <LF> 다음에는 평행 주차에 도전해 보세요! <LF> 너무 감명받아서 저도 더 연습해야 할 것 같아요. <LF> 결국 안전 운전이 최고니까요.",True
"또 연애 고민? 이번엔 어떤 사연인데?❤️이 친구 답정너야, 놀리면서도 듣게 되네.❤️그러게, 상담소 차려야겠다.❤️그래도 우리가 들어주니 고맙다잖아.❤️놀리면서 해결책도 주는 게 포인트지.❤️이번엔 타임어택 15분이다.❤️준비, 시작! 서로 놀림 모드 온.❤️다 끝나면 치맥으로 입 봉합!","또 다른 연애 고민인가요? 이번엔 무슨 이야기인가요? <LF> 이 친구는 사실 특정한 답을 원하는 건데, 그래도 우리는 끝까지 들어주네요. <LF> 진짜 상담 센터라도 하나 열어야 할 판이에요. <LF> 그래도 우리가 들어준다는 것에 고마워하긴 하네요. <LF> 핵심은 놀리면서도 해결책을 함께 제시하는 거죠. <LF> 이번에는 15분 시간 제한 공격입니다. <LF> 준비, 시작! 놀림 모드 발동! <LF> 다 끝나면 치킨과 맥주로 입을 봉합합시다!",True
"파운데이션 어떤 거 쓸 거야?❤️네 피부엔 촉촉한 타입 추천하지.❤️언니는 매트 써서 주름 낀다니까.❤️놀리려고? 요즘 광채 난다거든.❤️자극 받았으니 신상 하나 산다!❤️내 지갑이 더 놀랄 듯.❤️색상 맞추기 도와줄게, 형제애로.❤️서로 놀리다 득템이네.","어떤 파운데이션을 사용할 거예요? <LF> 피부에는 보습형을 추천해요. <LF> 언니가 매트 타입을 쓴다고 했는데, 그게 주름을 더 도드라지게 만들더라고요. <LF> 저 놀리는 거예요? 요즘 제 피부는 윤기가 나요. <LF> 영감이 떠올랐으니 새로운 제품을 사야겠어요! <LF> 제 지갑은 더 놀랄지도 모르겠네요. <LF> 형제처럼 색상 맞추는 걸 도와줄게요. <LF> 서로 놀리다가 결국 좋은 제품을 찾게 되네요.",True
"새 취미 추천 좀 해봐, 요즘 너무 지루해.❤️도예 어때? 흙 만지면 시간 순삭이래.❤️말만 들어도 손목 아프다.❤️그럼 수채화는? 물감 냄새 좋잖아.❤️건조 기다리는 것도 지루할 듯.❤️결국 넷플릭스 돌려보겠군.❤️지루함도 취미라면 취미다.❤️추천 실패 인정!","새 취미를 추천해줘요; 요즘 너무 지루해서요.  <LF> 도자기 공예는 어때요? 점토를 만지다 보면 시간이 금방 간다고 해요.  <LF> 그 얘기만 들어도 손목이 아파요.  <LF> 그럼 수채화는 어때요? 물감 냄새가 좋거든요.  <LF> 마르길 기다리는 건 또 지루할 것 같아요.  <LF> 결국 또 넷플릭스나 보게 되겠네요.  <LF> 지루함 자체가 하나의 취미일 수도 있죠.  <LF> 인정해요, 제 추천은 실패했네요!",True
"뜨개질 클래스 신청했어.❤️의외로 바늘 잡는 법이 진지하더라.❤️코 늘림 한 번 실수하면 작품 망이래.❤️집중력 훈련엔 최고겠다.❤️담요 완성까지 두 달 걸린다던데.❤️장기 프로젝트도 나쁘지 않아.❤️진지하게 배워서 선물할 거야.❤️기대할게, 털실 색은 내가 고른다.","나는 뜨개질 수업에 등록했어요.<LF> 놀랍게도, 바늘 잡는 법이 꽤 진지하더라고요.<LF> 코를 늘릴 때 한 번만 실수해도 작품 전체가 망가질 수 있어요.<LF> 집중력 훈련에 딱이에요.<LF> 담요를 완성하는 데 두 달이 걸린대요.<LF> 장기 프로젝트도 나쁘지 않네요.<LF> 진지하게 배워서 선물할 무언가를 만들 거예요.<LF> 기대해 주세요—실을 고를 수 있거든요.",True
"웹캠 켰는데 머리 산발이라 놀랐어.❤️나도, 화면 켜자마자 상사 들어오셨다니까!❤️재택근무라 방심 금물이라더니 놀람 그 자체.❤️다음부턴 알람 맞추고 빗질 먼저.❤️줄무늬 파자마도 이제 그만 입어야지.❤️카메라 필터라도 켜둘까 고민돼.❤️놀람이 교훈을 준 셈.❤️내일은 깔끔 버전으로 만나자.",웹캠을 켰더니 엉망인 머리카락에 깜짝 놀랐어요. <LF> 저도요! 화면을 켜자마자 상사가 들어왔거든요! <LF> 재택근무라 방심할 수 없네요—정말 놀랐어요! <LF> 다음에는 알람 맞춰놓고 먼저 머리부터 빗어야겠어요. <LF> 줄무늬 잠옷 입는 것도 그만둬야 할 때예요. <LF> 카메라 필터를 켤까도 생각 중이에요. <LF> 이번 충격이 교훈이 되었네요. <LF> 내일은 깔끔하고 단정한 모습으로 만나요.,True
"아침 조깅 봤는데 폼이 힙하던데?❤️웃기지 마, 숨차서 헉헉댔어.❤️팔 각도 개그라 놀렸잖아.❤️네도 팔 들기만 해도 삐걱대더라.❤️서로 놀리다 보니 한 바퀴 더 돌았네.❤️결국 운동량 늘려주는 놀림 효과.❤️내일도 시간 맞춰?❤️놀림 콤보 계속 간다!","아침 조깅하는 거 봤는데, 너의 폼이 정말 힙했어! <LF> 농담하지 마, 나 숨이 턱 막혔잖아. <LF> 네 이상한 팔 각도 때문에 놀린 거였어. <LF> 너도 팔 올리기만 해도 삐걱거리는 게 보였어. <LF> 서로 놀리면서 결국 한 바퀴 더 뛰었잖아. <LF> 알고 보니, 놀림이 오히려 운동 효과를 높여주더라. <LF> 내일 같은 시간에 또 만날래? <LF> 놀림 콤비 계속 가자!",True
사이드미러 각도 이해 안 돼서 혼란이야.❤️회사 주차장 코너가 특히 어렵죠.❤️동료까지 태우고 연습하니 더 떨려.❤️후진 중 경고음이 울리니 정신없다.❤️한 번에 못 하면 뒷차 클랙슨 세례.❤️그래도 회전 각도표 메모해왔어.❤️혼란이 줄어들길 바라며 다시 도전!❤️연습 끝나면 커피 사줄게.,사이드 미러 각도가 잘 이해가 안 돼서 헷갈려요. <LF> 회사 주차장 모퉁이가 특히 어려워요. <LF> 동료가 차에 같이 타서 연습할 때는 더 긴장돼요. <LF> 후진할 때 경고음이 울려서 정신이 혼란스러워요. <LF> 한 번에 잘 안되면 뒤에서 차가 계속 경적을 울려요. <LF> 그래도 회전 각도는 꼼꼼히 메모해뒀어요. <LF> 헷갈림이 좀 줄어들길 바라면서 다시 한 번 도전해볼게요! <LF> 연습 끝나면 커피 한 잔 살게요.,True
"노트북 골라 달라고 부탁드려도 될까요?❤️사양표만 봐도 머리가 지끈, 피곤하네요.❤️일단 사용 목적이 뭔지 정해봐요.❤️영상 편집이랑 과제용 둘 다요.❤️그러면 고사양이 필요하겠네요.❤️지갑이 피곤해질 각오를 해야죠.❤️첫 구매는 원래 진 빠집니다.❤️커피 한 잔 하면서 천천히 봅시다.",노트북을 고르는 데 도움을 좀 부탁해도 될까요? <LF> 사양만 봐도 머리가 아프고 피곤하네요. <LF> 우선 사용 목적을 정해볼게요. <LF> 영상 편집과 과제 둘 다요. <LF> 그러면 고성능 노트북이 필요하겠네요. <LF> 지갑 사정도 넉넉히 준비하세요. <LF> 첫 구매는 항상 진이 빠지죠. <LF> 천천히 시간을 가지고 커피 한 잔 하면서 살펴봐요.,True
취미로 도예 배우다니 정말 놀랐어!❤️내가 드럼 배운다고 했을 때 네가 더 놀랐잖아.❤️형제인데 취향이 이렇게 달라?❤️새 도전이니까 재밌지.❤️네가 만든 머그컵이면 매일 커피 마실게.❤️그럼 네 드럼 연주로 모닝콜 해라.❤️놀람이 동기부여가 되네.❤️다음 가족 모임에 작품과 연주 공개하자.,도예를 취미로 배우고 있다니 정말 놀랐어! <LF> 내가 드럼을 배우고 있다고 말했을 때 너도 더 깜짝 놀랐지. <LF> 형제끼리 이렇게 취향이 다를 수 있을까? <LF> 새로운 도전이라서 분명 재미있을 거야. <LF> 만약 네가 머그잔을 만들어 준다면 매일 거기서 커피를 마실게. <LF> 그리고 네 드럼 소리로 날 깨워 줘. <LF> 깜짝 놀라게 하는 게 정말 동기부여가 되네. <LF> 다음 가족 모임 때 네 도예와 드럼 연주를 선보이자.,True
"알바 공고 공유했는데 왜 나만 빼고 면접 잡았어?❤️미안, 급하게 연락 오는데 단체방 알림이 안 보였어.❤️섭섭하다, 스케줄 맞춰서 같이 지원하기로 했잖아.❤️오늘 다시 전화해 보니 주말 타임은 아직 빈다더라.❤️그럼 서류는 같이 내고 면접도 같은 날로 묶자.❤️좋아, 대신 다음엔 채팅 확인할 때 꼭 답장해 줘.❤️섭섭함은 알바비로 달달하게 메울 수 있겠지?","아르바이트 공고를 공유했는데 왜 나도 모르게 면접 일정을 잡았어? <LF> 미안, 갑자기 메시지가 왔는데 단체 채팅 알림을 못 봤어. <LF> 좀 서운해—우린 일정 맞춰서 같이 지원하기로 했잖아. <LF> 오늘 다시 전화해 봤는데 주말 시간대는 아직 남아 있어. <LF> 그럼 같이 지원서 내고 면접도 같은 날 일정 잡자. <LF> 좋아, 근데 다음부턴 채팅 확인하면 꼭 답장해 줘. <LF> 아르바이트 월급으로 서운한 마음 달콤하게 풀 수 있겠지?",True
"새 폰 출시됐다는데 디자인 봤어?❤️봤지만 솔직히 전작이랑 똑같아 보여서 지루하더라.❤️카메라도 0.몇 인치만 커졌다던데 감흥이 없어.❤️엄마는 배터리 오래 가면 된다고 하시고.❤️그럼 우리 통신사 보상 프로그램이나 알아볼까?❤️지루한 업그레이드라도 할인은 달콤하잖아.❤️일단 매장 체험해 보고 결정하자, 심드렁해도 확인은 필요해.","새로운 휴대폰이 출시되었다고 들었는데—디자인 봤어? <LF> 봤는데 솔직히 이전 모델이랑 똑같아 보여서 좀 심심해. <LF> 카메라가 0.1인치 정도 커졌다고 하던데, 별로 기대가 안 돼. <LF> 엄마는 배터리가 오래 가기만 하면 그게 제일 중요하대. <LF> 그럼 우리 통신사의 보상판매 프로그램 한 번 알아볼까? <LF> 심심한 업그레이드도 할인 받으면 좋잖아. <LF> 매장에서 직접 보고 결정하자; 별로 관심 없어도 한 번쯤은 확인해볼 만해.",True
"커플 데이트 코스 추천 좀 해 줘, 이번엔 색다른 거.❤️희망차게 말하자면 바다 열차 주말 코스 어때?❤️표 예매 힘들다더니 요즘은 자리 꽤 비더라.❤️그럼 해변에서 자전거까지 대여하면 완벽하겠네.❤️노을 시간 맞춰 돌아오면 사진도 황금빛.❤️듣기만 해도 설렘 수치 오른다, 고마워.❤️희망 코스가 현실이 되게 바로 표 찾아볼게.","커플 데이트 코스를 추천해 주세요, 이번에는 좀 색다른 걸로요. <LF> 희망적으로 말하자면, 주말 바다 열차 코스는 어때요? <LF> 표 구하기 어렵다고 들었는데 요즘은 꽤 좌석이 남아 있다고 해요. <LF> 그러면 해변을 따라 자전거를 빌려 타면 완벽할 거예요. <LF> 일몰 시간에 맞춰 돌아오면 사진이 황금빛으로 빛날 거예요. <LF> 이 얘기만 들어도 설레임이 올라가네요, 고마워요. <LF> 바로 표를 찾아서 이 희망찬 계획을 현실로 만들어 볼게요.",True
"형, 회식 장소 다시 잡혔다고 들었어?❤️맞아, 회사에서 미슐랭 한우집 예약했다네.❤️와 놀람! 우리 부서는 늘 삼겹에 소주였잖아.❤️사장님 거래 성사돼서 통 큰 플렉스라더라.❤️대신 드레스코드가 깔끔 정장이라 준비해야 해.❤️좋다, 한우 먹으면서 놀란 표정 제대로 보여 드려야지.❤️사진 인증하면 팀 분위기도 올라가겠지.","야, 회사 회식 장소가 바뀌었다고 들었어? <LF> 응, 회사에서 미쉐린 별을 받은 한우 전문 식당을 예약했다더라. <LF> 와, 진짜? 우리 팀은 보통 그냥 삼겹살에 소주 마시는데. <LF> 사장님이 큰 거래를 성사시켜서, 이번엔 제대로 자랑하는 자리래. <LF> 근데 복장 규정이 스마트 포멀이라서 준비 좀 해야 해. <LF> 좋아, 한우 먹으면서 제대로 놀란 표정도 보여줘야지. <LF> 사진 올리면 팀 사기도 오를 거야.",True
"운동 계획 짜자니까 게임 접속 줄이기부터 고민이야.❤️설렘이 넘쳐서 러닝화 장바구니부터 담아 놨다.❤️첫 주 목표는 3km 걷기부터 가볍게?❤️좋지, 그리고 보상으로 레이드 한 판 허용.❤️설렘 유지하려면 기록 앱에서 배지 받아야지.❤️우리 길드 채팅방에 거리 캡처 올리면 동기부여 폭발.❤️올여름엔 체력도 랭킹도 올려 보자.","운동 계획을 세우려고 할 때, 가장 먼저 걱정되는 것은 게임 시간을 줄이는 것입니다. <LF> 흥분을 주체하지 못해 벌써 러닝화를 장바구니에 담았어요. <LF> 첫 주 목표는 가볍게 3km 걷기로 시작하는 것입니다. <LF> 괜찮은 계획인 것 같고, 보상으로는 레이드를 한 번 허락할 거예요. <LF> 흥미를 유지하려면 피트니스 앱에서 배지를 따야 해요. <LF> 길드 채팅에 거리 캡처 화면을 올리면 동기 부여가 폭발할 거예요. <LF> 이번 여름, 지구력과 순위를 함께 올려 봅시다.",True
"직장 선배 중고거래 사기당했다더라.❤️짜증 나서 경찰서까지 다녀왔다 하대.❤️제품 확인 안 하고 계좌 선입금했대, 위험했지.❤️그래서 우리도 차단 목록 공유하기로 했어.❤️다음엔 직거래만 하기로 단체 합의.❤️짜증도 경험치라지만 지갑은 안전한 게 최고.❤️내일 다시 확인하면서 세부사항 보완하자.","한 상급 동료가 중고 거래에서 사기를 당했습니다. <LF> 너무 속상해서 경찰서에까지 갔습니다. <LF> 상품을 확인하지 않고 선결제한 점이 위험했습니다. <LF> 그래서 저희는 서로 간에 블랙리스트를 공유하기로 했습니다. <LF> 다음부터는 모두가 직접 만나서 거래하기로 합의했습니다. <LF> 불쾌한 경험도 배움의 기회가 될 수 있지만, 지갑을 안전하게 지키는 것이 우선입니다. <LF> 내일 다시 한 번 모두 검토하고 세부 사항을 조정합시다.",True
"동호회 워크숍 장소 정했어?❤️응, 산장 대신 해변 펜션으로 바뀌었다네.❤️긴장감이 살짝, 예산 초과라 회비 오를 수도.❤️일몰 뷰 생각하면 이해된다며 다들 끄덕이더라.❤️그래도 버스 임대료까지 합치면 꽤 크지.❤️회의에서 서류 투명하게 공개하면 잡음 줄어.❤️긴장 풀리게 간식 스폰서 기업 찾는 게 관건이야.","동호회 워크숍 장소는 정하셨나요?<LF> 네, 산장 펜션에서 해변 펜션으로 변경되었습니다.<LF> 예산을 초과해서 약간 긴장되는 상황입니다; 회원비가 인상될 수도 있을 것 같아요.<LF> 하지만 모두가 노을 풍경을 생각하며 이해한다고 고개를 끄덕였습니다.<LF> 그래도 버스 대여비까지 포함하면 꽤 큰 지출입니다.<LF> 회의 때 자료를 투명하게 공개하면 분쟁이 줄어들 것입니다.<LF> 긴장을 완화하기 위해 간식을 후원해 줄 회사를 찾는 것이 관건입니다.",True
"친구 생일 케이크 주문했어?❤️케이크 냉장 배달 지연이라 불안해.❤️행사 시작 1시간 전 도착 예정이래.❤️불안하니 플랜B로 쿠키세트 사둘까?❤️좋은 생각, 케이크 못 와도 초는 켤 수 있잖아.❤️배송 기사님 위치 보면서 기도해야지.❤️이벤트는 돌발 변수 맛도 있대.","우리 친구 생일 케이크 주문했어?<LF> 냉장 케이크 배송이 지연돼서 걱정돼.<LF> 행사 시작 1시간 전에 도착할 거라고는 하던데.<LF> 혹시 걱정돼서 플랜 B로 쿠키 세트라도 사는 게 나을까?<LF> 좋은 생각이야, 케이크가 안 와도 초는 켤 수 있으니까.<LF> 배달 기사 위치를 계속 확인하고 잘 오길 기도하자.<LF> 뜻밖의 깜짝 일이 행사를 더 특별하게 만든대.",True
"자격증 발표 떴다며 합격이래?❤️놀람 반 기쁨 반, 번호 두 번 확인했어.❤️나는 아직 조회 안 해 봤는데 손이 떨려.❤️같이 보자, 결과 나쁘면 재도전 플랜 짜고.❤️합격이면 고깃집 예약권 바로 쓰자.❤️놀람은 잠시, 현실은 축하파티가 기다린다.❤️내일 다시 확인하면서 세부사항 보완하자.","자격증 시험 결과가 나왔는데, 당신 합격했어요? <LF> 반은 놀라고 반은 기뻐서 번호를 두 번이나 확인했어요. <LF> 저는 아직 결과를 확인하지 못했는데, 손이 떨려요. <LF> 같이 확인해 보고, 만약 결과가 좋지 않으면 다시 도전할 계획을 세워요. <LF> 합격했다면 바로 그 스테이크하우스 예약을 사용해요. <LF> 놀람은 잠시, 현실은 축하 파티가 기다리고 있어요. <LF> 내일 다시 확인하고 세부 사항을 확정할게요.",True
룸메이트 방 청소 일정 맞췄어?❤️피곤이라 미루고 싶은데 먼지가 장난 아니야.❤️그럼 오늘 저녁 30분만 집중하고 드라마 보자.❤️브금 틀어 놓으면 청소도 운동이래.❤️끝나고 아이스크림으로 피곤 날리기.❤️깨끗한 방에서 자면 숙면 보장이지.❤️내일 다시 확인하면서 세부사항 보완하자.,"우리 룸메이트와 청소 일정 조율했어? <LF> 나 너무 피곤해서 미루고 싶은데, 먼지가 정말 심해. <LF> 그럼 오늘은 딱 30분만 집중해서 하고 나서 드라마 보자. <LF> 배경음악 틀면 청소도 운동이 된대. <LF> 끝나면 아이스크림 먹으면서 피로도 날리자. <LF> 깨끗한 방에서 자면 숙면이 보장된대. <LF> 내일 다시 한번 자세히 점검하고 조율하자.",True
동생이 스마트 워치 잃어버렸다네.❤️불안해서 위치 추적 돌렸는데 꺼져 있대.❤️보험 가입해 뒀다니 다행.❤️다음부턴 운동할 때 스트랩 잠금 꼭.❤️중고 사이트 알림 등록해서 비슷한 모델 체크.❤️잃어버린 김에 신형으로 업그레이드 할지도?❤️내일 다시 확인하면서 세부사항 보완하자.,"우리 동생이 스마트워치를 잃어버렸어요. <LF> 걱정돼서 위치 추적을 시도했는데, 전원이 꺼져 있었어요. <LF> 다행히 보험에 가입되어 있었어요. <LF> 다음번에는 운동할 때 스트랩을 꼭 잠그도록 하세요. <LF> 중고 거래 사이트에 알림을 설정해서 비슷한 모델을 모니터링하고 있어요. <LF> 어쩌면 분실했으니 새 모델로 업그레이드할 수도 있겠네요? <LF> 내일 다시 확인하고 자세한 내용을 점검해 봅시다.",True
