class,conversation,augmented_conversation,translation_check
일반 대화,점심시간에 동료가 내 도시락 앞에서 갑자기 '이거 맛없다'며 웃어서 어이가 없었어.❤️'농담이야'라더니 아무리 농담이어도 기분 나빠서 돌아버릴 것 같더라.❤️나는 정성 들여 만든 건데 누가 맛없다 해놓고 미안하다는 말 한마디도 없고.❤️결국 반찬 통을 내밀며 '이거라도 먹어봐' 했더니 끝까지 피하더라.❤️장난으로 알지만 속상한 건 어쩔 수 없더라.❤️다음부턴 라벨에 내 이름 붙여놓고 잠금장치라도 부착할 생각이야.❤️이제 도시락은 혼자 밀봉해서 가져와야겠다.,"점심시간에 동료가 갑자기 내 도시락 앞에서 웃으며 “이거 맛없다”고 해서 말문이 막혔어요. <LF> 그 사람이 “농담이에요”라고 하긴 했지만, 아무리 농담이라 해도 너무 속상해서 미칠 것 같았어요. <LF> 정성껏 만든 건데 맛없다던 사람 중 아무도 사과를 하지 않았어요. <LF> 결국 반찬통 하나 내밀면서 “이건 그래도 먹어봐”라고 했는데, 그 친구는 끝까지 피했어요. <LF> 농담인 건 알지만 상처받을 수밖에 없었어요. <LF> 다음에는 이름표도 붙이고 자물쇠까지 달까 생각 중이에요. <LF> 이제부터는 도시락 밀봉해서 혼자 다녀야 할 것 같아요.",True
일반 대화,회의실 에어컨 고장으로 더위에 죽을 뻔했어.❤️매니저에게 '이대로 일하게 할 거냐'고 따졌더니 바쁘다며 나 몰라라 하더라.❤️결국 직접 선풍기 들고 와서 바람 좀 쐬고 나서야 간신히 일할 수 있었지.❤️그사이 모두 비 오듯 땀을 흘리며 문서만 바라봤어.❤️다시 이런 상황 또 겪으면 내가 직접 수리공 자격검정 신청할 생각이야.❤️이제부터는 각자 휴대용 선풍기와 물티슈를 필수로 챙길 예정이야.❤️정말 회사 시설 관리 수준 보고 기분이 뒤집어지는 줄 알았다.,"회의실 에어컨이 고장 나서 더위에 거의 죽을 뻔했어요. <LF>매니저에게 “이 상태로 일하라고 하실 건가요?”라고 따졌지만, 그는 바쁘다며 신경도 쓰지 않았어요. <LF>결국 저는 직접 휴대용 선풍기를 챙겨 와서 간신히 바람을 쐬며 일할 수 있었어요. <LF>그 사이 모두 땀을 비 오듯 흘리며 그냥 문서만 뚫어져라 쳐다보고 있었죠. <LF>다시 이런 일이 벌어지면 저도 진지하게 수리 기술자 자격증을 따려고 생각 중이에요. <LF>앞으로는 다들 휴대용 선풍기와 물티슈를 필수 아이템으로 꼭 챙기기로 했답니다. <LF>솔직히 회사 시설 관리 수준을 보고 거의 정신이 나갈 뻔했어요.",True
일반 대화,"마트 갔더니 계란 값 또 올랐대. 지갑이 찢어지겠어.❤️야, 월급은 그대로인데 물가만 미친 듯 뛰네.❤️나도 화나서 장바구니 던질 뻔. 그래도 밥은 먹어야지.❤️그러니까 오늘은 라면으로 때우고 스트레스 맥주로 씻자.❤️좋다. 대신 안주 안 사면 뒤통수 맞는다?❤️걱정 마. 내가 돼지껍데기 구워갈게.❤️칼같이 약속 지켜. 안 그러면 집 앞까지 쫓아간다.❤️오케이, 이렇게라도 웃어야 살맛 나지.","나는 슈퍼마켓에 갔는데, 계란값이 또 올랐어. 내 지갑이 터질 지경이야. <LF> 자기야, 월급은 그대로인데 물가는 미친 듯이 치솟고 있어. <LF> 너무 화가 나서 장바구니를 던질 뻔했어. 그래도 어쩔 수 없이 먹어야 하잖아. <LF> 오늘은 그냥 라면 먹고 맥주 한 잔하면서 스트레스 좀 풀자. <LF> 좋아. 근데 과자 안 사면 뒷통수 맞는 거야? <LF> 걱정 마. 내가 돼지껍데기 구워서 가져갈게. <LF> 약속 꼭 지켜. 안 그러면 네 집 앞까지 쫓아갈 거야. <LF> 좋아, 요즘 이렇게 웃으면서 사는 게 유일한 삶의 낙인 것 같아.",True
일반 대화,"재택근무 중인데 인터넷 끊겨서 업무가 지옥 됐어.❤️통신사 전화했더니 기사 내일 온다네, 빡치게.❤️상사한테 말했더니 '집이 회사냐'라고 반응해 폭발할 뻔.❤️일단 핫스팟 켜서 버텼지만 데이터 요금이 칼날처럼 날아간다.❤️내가 공유기 하나 빌려줄까? 옛날 거지만 쓸만해.❤️구세주! 대신 고장 나면 내 통장 털린다?❤️안 그럴게. 빚 대신 커피 한 잔이면 충분해.❤️너 진짜 천사다. 업무 끝나면 술 한잔 사줄게.","저는 집에서 일하고 있는데 인터넷이 끊겨서 일이 지옥이 되었어요. <LF> 인터넷 제공사에 전화했더니 내일 직접 기술자가 온대요 — 정말 답답해요. <LF> 상사한테 말했더니, “네 집이 사무실이야?” 라고 반응해서 거의 터질 뻔했어요. <LF> 당분간은 핫스팟 켜서 버티고 있는데, 데이터 요금이 제 지갑을 칼처럼 도려내고 있어요. <LF> 라우터 빌려줄까요? 오래됐지만 아직 잘 작동해요. <LF> 당신은 제 구세주예요! 근데 만약 고장 나면 제 통장이 털릴 수도 있겠죠? <LF> 그건 절대 안 돼요. 빚 대신 커피 한 잔이면 충분해요. <LF> 당신은 정말 천사예요. 일이 끝나면 술 한 잔 사드릴게요.",True
일반 대화,"은행 수수료 또 빠져나갔어. 빌어먹을 자동이체라니!❤️얼마나 털렸는데? 큰돈이면 피눈물 난다.❤️5천 원이라도 열 번이면 오만 원이야. 내 피 같은 돈.❤️그냥 다른 은행 옮겨. 모바일로 5분 컷이야.❤️갈아타다 삽질하면 더 손해일까 걱정.❤️내가 해봤는데 별 문제 없었어. 불안하면 같이 해주지.❤️그럼 주말에 만나서 칼같이 계좌 싹 정리하자.❤️좋아, 속 시원하게 수수료 지옥 탈출하자.","은행 수수료가 또 빠져나갔네요. 자동이체 진짜 짜증나요! <LF>얼마나 많이 털렸나요? 많이 털렸으면 마음이 아프겠어요. <LF>5,000원씩 10번만 해도 5만 원이잖아요. 내 피 같은 돈인데. <LF>그냥 다른 은행으로 바꾸세요. 모바일로 5분이면 돼요. <LF>이체 잘못해서 더 손해 볼까 걱정되나요? <LF>저도 해봤는데 별 문제 없었어요. 걱정되면 제가 도와드릴게요. <LF>그럼 이번 주말에 만나서 계좌 정리 깔끔하게 해요. <LF>좋아요, 수수료 악몽에서 한 번에 벗어나 봅시다.",True
일반 대화,"렌터카 반납했는데 긁힘 있다고 20만 요구하더라.❤️헉, 사기 아니야? 사진 증거 있나 확인해 봤어?❤️없대, 그래서 열 받아서 경찰 부르자 했지.❤️그랬더니 갑자기 5만으로 깎더라. 웃겨 죽겠어.❤️결국 냅다 협상해서 2만에 끝냈어. 기분은 나쁘지만.❤️대단하다. 네 협상력은 칼이다 칼.❤️다음엔 인수할 때 영상촬영 필수다. 안 그러면 또 털린다.❤️맞아. 경험치 올랐으니 이제 안 당한다.","렌터카 반납했는데, 흠집이 있다면서 20만원을 요구하더라고요. <LF> 뭐야? 이거 사기 아니야? 사진 증거 있는지 확인해봤어요? <LF> 그들이 없다고 하길래 진짜 화가 나서 경찰 불러야 한다고 했죠. <LF> 그랬더니 갑자기 5만원으로 깎더라고요. 완전 웃겼어요. <LF> 결국 협상해서 2만원에 합의했어요. 그래도 좀 찜찜하긴 하네요. <LF> 대단해요. 협상 실력이 칼날처럼 예리해요. <LF> 다음번엔 차 인수할 때 영상 찍는 게 필수겠어요. 안 그러면 또 당할 테니까요. <LF> 맞아요. 이제 경험도 쌓였으니 더 이상 당하지 않을 거예요.",True
일반 대화,"배달 기사님이 주소 헷갈려서 음식 식었대.❤️배고파 죽겠는데 미안하단 말로 끝내려 해서 분노치 상승.❤️환불 요청했어? 입 닫으면 손해지.❤️했더니 3천 포인트 주겠다길래 코웃음쳤지.❤️결국 전액 환불+쿠폰까지 받았어. 내 협박 스킬 굿?❤️굿. 근데 다음엔 착하게 말해도 돼. 기사님도 사람이라구.❤️알지, 나도 배달 알바 했잖아. 오늘만 예민했어.❤️그래, 맛있게 먹고 분노는 잊자.","배달 기사가 주소를 헷갈려서 음식이 식어버렸어요. <LF> 배고파 죽을 뻔했는데 사과로 끝내려다 보니 화만 더 났어요. <LF> 환불을 요청했죠—가만히 있으면 나만 손해니까요. <LF> 그러다 3,000포인트를 제안해서 코웃음 쳤어요. <LF> 결국 전액 환불에 쿠폰까지 받았답니다. 제 압박 기술 어때요? <LF> 괜찮죠. 근데 다음엔 좀 다정하게 말할 수 있을 것 같아요. 기사님들도 사람인데요. <LF> 저도 배달 해본 사람이라서 알아요. 오늘은 좀 예민했나 봐요. <LF> 그래요, 이제 음식 맛있게 먹고 화는 잊기로 해요.",True
일반 대화,"헬스장 연회원 끊었는데 폐업 소식 들었어, 망했다.❤️돈 돌려달라 했더니 대표 번호 먹통이야. 사기꾼들.❤️소송 각이네. 집단 민원 넣으면 벌벌 떨걸?❤️검색해보니 이미 터질 대로 터졌더라.❤️피해자 모임 만들까? 힘 합쳐야 칼같이 환불받지.❤️좋아, 단톡방 만들고 증거 수집하자.❤️그래도 아직 운동 열정은 안 죽었지? 홈트로 버티자.❤️이참에 근처 공원에서 무료 운동으로 체력 길러.❤️그래, 돈은 잃어도 건강은 지켜야지.","헬스장 회원권을 가입했는데, 그 헬스장이 곧 폐업한다더라고요. 완전 망했어요. <LF> 환불 요청했는데 사장님 전화번호도 끊겼어요. 사기꾼들 같아요. <LF> 이건 소송을 해야겠어요. 단체 고소라도 하면 걔네들 진짜 떨 거예요. <LF> 조사해보니까 이 일이 이미 큰 스캔들이 된 상태더라고요. <LF> 피해자 모임을 만들어야 할까요? 제대로 환불 받으려면 힘을 합쳐야 해요. <LF> 좋아요, 단체 채팅방 만들고 증거 수집부터 시작합시다. <LF> 그래도 운동에 대한 열정은 아직 죽지 않았죠? 집에서 홈트 하면서 버텨봐요. <LF> 그동안 가까운 공원에서 무료 운동으로 체력 키우고요. <LF> 맞아요, 돈을 잃더라도 건강은 꼭 지켜야 해요.",True
일반 대화,"여행 가방 바퀴 부서져서 공항에서 굴리다 팔 빠질 뻔.❤️항공사 직원은 '소모품'이라며 손 털더라, 환장.❤️보상 규정 찾아보니 가능하대. 이메일 폭탄 보내.❤️답장 없으면 SNS로 공개처형 가자.❤️살벌하네. 근데 그게 제일 효과적이긴 해.❤️맞아. 끝까지 물고 늘어지면 결국 꿇어.❤️도착하면 택배 보내 수리해, 내가 할인 쿠폰 줄게.❤️고마워. 피곤해도 악은 쓰고 살아야 손해 막지.",내 여행가방 바퀴가 부러져서 공항에서 끌고 다니다가 팔이 거의 탈구될 뻔했어요. <LF> 항공사 직원들은 그냥 대수롭지 않게 여겨서 “소모품”이라고만 하더라고요. 정말 답답했어요. <LF> 보상 규정을 찾아보니 가능하다고 해서 이메일을 엄청 보냈어요. <LF> 답장이 없으면 SNS에 공개적으로 문제를 제기할 거예요. <LF> 냉혹하지만 솔직히 그게 가장 효과적인 방법이에요. <LF> 맞아요. 끝까지 버티면 결국에는 포기하더라고요. <LF> 도착하면 택배로 저한테 보내서 수리하세요—할인 쿠폰 드릴게요. <LF> 고마워요. 피곤해도 손해를 보지 않으려면 싸워야 해요.,True
일반 대화,"룸메가 설거지 미뤄서 싱크대 지옥. 냄새에 죽겠다.❤️정중히 말했더니 '내일 할게'라며 또 연기, 열받아 폭발.❤️그릇 쌓이면 바퀴벌레 파티다. 사진 찍어 협박해.❤️찍었지. 단톡에 올렸더니 부끄러웠는지 바로 씻더라.❤️효과 직방이네. 근데 우정 유지하려면 말투 부드럽게.❤️알아. 담엔 당근과 채찍 적절히 써볼게.❤️우리 집 평화가 그릇에 달렸다니 웃기지?❤️좋아, 자취생 생존 스킬 레벨업!","내 룸메이트가 설거지를 계속 미뤄서 싱크대가 엉망이 되었어. 냄새가 참을 수 없을 정도야. <LF> 나는 정중하게 부탁했는데, 그녀는 ""내일 할게""라고 하더니 또 미뤄서 결국 화가 폭발하고 말았어. <LF> 더러운 접시가 쌓이면 바퀴벌레 파티가 벌어지거든. 그래서 협박용으로 사진도 찍었지. <LF> 찍긴 찍었어. 우리 단체 채팅방에 사진을 올리자 그녀가 당황했는지 바로 설거지를 했어. <LF> 효과가 정말 좋았어. 하지만 우리 우정을 유지하려면 말투는 부드럽게 해야 해. <LF> 알겠어. 다음엔 당근과 채찍을 잘 섞어 써볼게. <LF> 우리 집의 평화가 설거지에 달려 있다니 웃기지 않아? <LF> 좋아, 혼자 사는 생존 기술을 한 단계 올려야겠다!",True
일반 대화,"휴대폰 액정 수리 맡겼는데 AS센터가 데이터 날렸다네.❤️미친 거 아니야? 백업 없이 초기화라니.❤️보상 규정 따지니 5만 포인트로 퉁치자는 태도.❤️그 돈으로 못 복구한 사진 살 수 있냐고 불에 기름.❤️결국 매니저 불러서 교환폰+현금 보상까지 뽑아냈어.❤️와, 네 협상은 완전 스나이퍼급이네.❤️담엔 백업 필수, 안 그러면 또 심장 터진다.❤️교훈 얻었으니 오늘은 맥주로 진정한다.","핸드폰 화면 수리를 맡겼는데, 서비스센터에서 제 데이터를 날려 버렸어요.<LF> 정말 말도 안 되죠? 백업도 없이 초기화를 해버리다니요.<LF> 보상 정책에 대해 문의했더니, 5만 포인트로 때우려 하더라고요.<LF> 그게 과연 복구 못 한 사진을 되살릴 수 있는 가격인가요? 화만 더 났습니다.<LF> 결국 매니저님과 통화해서 교체폰과 현금 보상까지 받았어요.<LF> 와, 협상 실력이 저격수급이네요.<LF> 다음부턴 꼭 백업해야겠어요—안 그러면 마음이 또 폭발할지도 몰라요.<LF> 교훈을 얻었으니, 오늘은 맥주 한 잔 하며 진정하려 합니다.",True
일반 대화,"옆집 강아지 밤새 짖어대서 잠 못 잤어.❤️주인한테 말했더니 미안하다며 간식 들고 왔더라.❤️그래도 또 반복되면 지옥행이야. 신고 각도 생각해야.❤️우선 귀마개 샀고, 담엔 화분 덧대 소리 차단 시도.❤️협상보다 해결책 찾는 네가 현자다.❤️에이, 잠은 목숨이라 칼같이 지켜야지.❤️스트레스 풀 겸 산책 나갈까? 바람 쐬면 진정되잖아.❤️좋아. 내일은 주인과 시간 맞춰 교육도 돕기로 했어.❤️오늘은 일찍 자고 내일 웃자.","이웃집 강아지가 밤새도록 계속 짖어서 잠을 잘 수가 없었어요. <LF> 주인에게 이야기하니 사과하시고 간식도 가지고 오셨어요. <LF> 하지만 또 이런 일이 생기면 정말 큰일 날 거예요. 신고하는 것도 고려해야겠어요. <LF> 우선 귀마개를 샀고, 다음에는 화분으로 소리를 막아보려고 해요. <LF> 협상만 하는 것보다 이렇게 해결책을 찾는 게 현명한 선택이에요. <LF> 잠은 생명과 같으니 꼭 지켜야 해요. <LF> 스트레스를 풀려고 산책을 나가볼까요? 신선한 공기를 마시면 항상 마음이 차분해지거든요. <LF> 좋아요. 내일은 주인과 함께 훈련에 대해서도 조율할 거예요. <LF> 오늘은 일찍 자고 내일은 웃으면서 시작해요.",True
일반 대화,"마트 계산대 줄이 끊기질 않아 진짜 죽겠다.❤️앞사람 카드 오류라 10분 넘게 서 있었어.❤️배고파서 담배 냄새도 역해 뒤질 뻔했지.❤️직원이 미안하다며 할인쿠폰 줬는데 돈보다 시간이 아까워.❤️다음엔 칼같이 셀프계산대로 가야지, 그게 답이야.❤️너무 화냈냐 싶어도 배고프면 다들 악마 되잖아.❤️결국 아이스크림 하나 공짜로 받아 기분 겨우 풀림.❤️집 도착하니 아이스크림 절반 녹았지만 그래도 오늘은 생존 완료.","식료품점 계산대 줄이 끝나질 않아서 정말 참기 힘들었어요. <LF> 앞에 있던 사람이 카드 오류가 나서 10분 이상을 기다렸죠. <LF> 너무 배가 고파서 담배 냄새조차 거의 속이 메스꺼울 정도였어요. <LF> 직원이 사과하며 할인 쿠폰을 줬지만, 제 시간은 돈보다 훨씬 소중했어요. <LF> 다음 번에는 무조건 셀프 계산대로 갈 거예요; 그게 유일한 방법이죠. <LF> 제가 너무 심했나 싶기도 한데, 배가 고프면 사람은 다 악마가 되는 것 같아요. <LF> 결국 무료 아이스크림을 받으면서 겨우 기운을 차렸어요. <LF> 집에 도착할 때쯤엔 아이스크림 절반이 다 녹았지만, 그래도 하루를 무사히 넘겼네요.",True
일반 대화,"버스에서 아저씨가 내 자리 뺏고 발까지 밟아 빡치네.❤️미안하단 말 대신 ""어쩌라고""라니 칼날 돋지.❤️참았다, 경찰 부르면 나도 귀찮으니까.❤️옆 승객이 자리 양보해줘서 겨우 진정.❤️근데 버스비는 똑같이 내고 서간 거라 돈 아까워.❤️다음 정류장서 그 아저씨 내리며 담배 연기까지 풀어놨다.❤️담에 또 그러면 그냥 내려서 택시 탈 거야.❤️지갑은 울겠지만 내 멘탈이 더 소중하니까.","버스에서 어떤 남자가 제 자리를 차지하고 심지어 제 발을 밟았어요—정말 짜증났죠. <LF> 사과 대신 “그래서 어쩌라고?”라며 딱딱거리는데, 그 말이 칼로 찌르는 것 같았어요. <LF> 경찰에 신고하기도 귀찮아서 참았어요. <LF> 다행히 한 승객이 자리를 양보해줘서 겨우 진정할 수 있었어요. <LF> 그런데 저는 서서 똑같은 요금을 내야 했으니, 돈이 아까운 느낌이었어요. <LF> 다음 정류장에서 그 남자가 내리는데 담배 연기를 뒤로 내뿜더군요. <LF> 그럼 또 그러면 저도 그냥 내려서 택시를 탈 거예요. <LF> 지갑은 울겠지만 제 정신 건강이 더 중요하니까요.",True
일반 대화,"우리 고양이가 탈출했는데 골목 냄새만 남았어.❤️비 맞아 찾다 감기 걸릴 뻔, 미치겠더라.❤️포스터 붙이고 현상금 걸어 돈도 꽤 썼지.❤️이웃이 집 앞에서 녀석 발견, 눈물 폭발했어.❤️사료 빌리다 보답으로 케이크랑 커피 전달.❤️잔뜩 울던 녀석이 골골거리니 살 것 같더라.❤️다음엔 창문 칼같이 잠그고 GPS 목걸이 살 거야.❤️덕분에 동네 사람들과 사이 좋아져서 다행이야.❤️다음엔 목줄까지 단단히 하고 나갈 거라 다짐했어.","우리 고양이가 도망갔어요, 골목엔 향기만 남기고. <LF> 비 맞으면서 찾아다니다 감기 걸릴 뻔했어요—정말 미칠 것 같았죠. <LF> 전단지 붙이고 보상금까지 걸었는데, 꽤 많은 돈이 들었어요. <LF> 이웃집 앞에서 고양이를 봤다는 소식에 눈물이 터졌어요. <LF> 고양이 사료를 빌렸더니 감사하다며 케이크랑 커피를 받아서 기뻤어요. <LF> 그렇게 많이 울던 고양이가 갑자기 골골거리기 시작했고, 나도 다시 살아난 기분이었어요. <LF> 다음번에는 창문을 꼭 잠그고 GPS 목걸이를 사야겠어요. <LF> 덕분에 이웃들과 더 가까워져서 한결 마음이 놓여요. <LF> 다음 번엔 밖에 내보내기 전에 줄을 확실히 묶겠다고 다짐했어요.",True
일반 대화,"룸메이트가 설거지 안 해 싱크대 악취 폭발, 파리 난무.❤️좋게 말했더니 미안하다더니 또 빚 갚듯 미뤄.❤️이번엔 협박이다, 안 치우면 그릇 전부 쓰레기통 직행.❤️담배 끊고 예민해진 내 코가 더는 못 견디지.❤️결국 둘이 장갑 끼고 음악 틀고 30분 만에 싹 정리.❤️청소 끝나니 웃음 터져 피자 주문, 치즈 폭탄.❤️설거지 당번표 칼같이 붙여둬서 재발 방지 완료.❤️악취는 사라졌고 평화도 돌아왔다.","내 룸메이트가 설거지를 하지 않아 싱크대에서 끔찍한 냄새와 파리들이 날아다녔다. <LF> 나는 침착하게 그들에게 말했지만, 그들은 미안하다고 하면서도 마치 나한테 은혜를 입은 것처럼 계속 미뤘다. <LF> 이번에는 그들을 협박했다—설거지를 하지 않으면 모든 그릇을 바로 쓰레기통에 버리겠다고. <LF> 담배를 끊어서 민감해진 내 코가 더 이상 참지 못했다. <LF> 결국 우리는 장갑을 끼고, 음악을 틀며 30분 만에 모든 걸 치웠다. <LF> 청소가 끝난 후 우리는 웃음을 터뜨리며 치즈가 듬뿍 들어간 피자를 시켜 먹었다. <LF> 이런 일이 다시 생기지 않도록 엄격한 설거지 일정을 확실히 정했다. <LF> 나쁜 냄새는 사라지고 평화가 찾아왔다.",True
일반 대화,"전화 받았더니 보험 권유, 끊으려니 계속 읊어대.❤️돈 없다니 보장 안 되면 죽는다 식으로 협박하더라.❤️웃으면서 거절했지만 속으론 화산 폭발 직전.❤️번호 차단해도 다른 번호로 또 전화, 집요해.❤️다음엔 매뉴얼 읽듯 ""개인정보 삭제"" 외칠 거야.❤️전화 끊고 커피 한잔, 담배 대신 사탕으로 진정.❤️친구랑 통화하며 욕 풀다 보니 겨우 마음 정리.❤️스팸 앱 깔아놓고 다시는 당하지 않기로 약속.",전화에 받았더니 바로 보험을 권유하기 시작했어요; 전화를 끊으려 하자 계속 떠들어대더군요. <LF> 돈이나 보장이 없으면 생명에 위협이 될 수 있다고 협박까지 했어요. <LF> 저는 미소를 지으며 정중히 거절했지만 속으로는 폭발할 것 같았답니다. <LF> 번호를 차단했는데도 다른 번호로 또 전화했어요 — 정말 집요하더군요. <LF> 다음번엔 ‘개인 정보 삭제해 주세요’ 같은 매뉴얼 문구를 외워서 말할 거예요. <LF> 전화를 끊고 커피 한 잔 마시며 담배 대신 사탕으로 진정했죠. <LF> 친구와 전화로 속마음을 털어놓고서야 겨우 마음이 놓였답니다. <LF> 스팸 차단 앱을 설치하고 다시는 속지 않겠다고 약속했어요.,True
일반 대화,"핸드폰 액정 또 깨졌다, 수리비가 칼날 같아 아프다.❤️보험 처리하랬더니 자기부담금도 핵폭탄.❤️돈 새는 소리 들리니 심장 쪼개져, 진짜 빡침.❤️그래도 안 갈면 손 베일 위험 있어 교체 예약했지.❤️수리점서 미안하다며 강화유리 서비스 준다네.❤️잠깐 화났다가 커버 씌우며 마음 진정 중.❤️담부터 열쇠랑 같이 주머니 안 둔다, 교훈이야.❤️집 도착하니 화면 번쩍, 새폰 같은 기분이라 다행.","내 휴대폰 화면이 또 깨져서 수리비가 칼날처럼 아팠다.<LF>보험을 이용하라고 했지만, 공제금이 마치 핵폭탄 같았다.<LF>돈이 새 나가는 소리가 들리고, 마음이 아파서 정말 답답했다.<LF>그래도 고치지 않으면 손을 베일 위험이 있어서 교체 예약을 했다.<LF>수리점에서 사과하며 강화유리 보호필름을 무료로 줬다.<LF>조금 화가 났지만 보호필름을 붙이면서 마음을 가라앉혔다.<LF>앞으로는 휴대폰을 열쇠랑 같은 주머니에 넣지 않기로 했다—교훈을 얻었다.<LF>집에 돌아오니 화면이 켜져서 새 휴대폰이 된 것 같아 안도했다.",True
일반 대화,"동네 축제라더니 새벽 폭죽으로 귀 터질 뻔, 애도 울어.❤️주최 측에 전화했더니 죄송하다며 곧 끝낸다더라.❤️그래도 쓰레기 넘쳐 골목 냄새까지 콤보, 미치겠어.❤️이웃들과 단체 채팅방에서 불만 폭주, 전쟁 직전.❤️아침에 다 같이 청소하며 삽 대신 빗자루 들었지.❤️덕분에 동네 깔끔, 기분도 조금 풀렸어.❤️내년엔 칼같이 시간 제한 계약서부터 받자고 다짐.❤️축제 자체는 좋았는데 매너만 지키면 평화인데 말야.","그들은 이웃 축제라고 했지만, 이른 아침 불꽃놀이가 제 고막을 거의 터지게 했고, 심지어 아이들까지 울었어요. <LF> 주최측에 전화했더니 사과하며 곧 종료하겠다고 했어요. <LF> 그런데 쓰레기가 넘쳐 골목마다 악취가 가득했죠—완전한 악몽이었어요. <LF> 우리 동네 단체 채팅방에는 불평이 쏟아져 마치 전쟁터 같았어요. <LF> 아침에는 삽 대신 빗자루를 들고 모두 함께 청소했답니다. <LF> 덕분에 이웃이 다시 깨끗해졌고, 제 기분도 조금 나아졌어요. <LF> 내년엔 모두가 사전에 엄격한 시간 제한 계약을 맺기로 다짐했어요. <LF> 축제 자체는 정말 좋았지만, 모두가 예의를 지켰다면 평화가 이어졌을 텐데요.",True
일반 대화,"쇼핑몰서 운동화 샀는데 짝짝이라 황당, 빵 터짐.❤️고객센터 환불 요구하니 사진 더 보내라며 질질 끌어.❤️돈 물어내라 소리 높였더니 그제야 교환 접수.❤️배송비도 빌리다 갚듯 환급해 준다네.❤️리뷰 별 하나 박고 스트레스 절반 해소.❤️다음엔 오프라인 가서 직접 보고 사야지.❤️친구가 웃으며 ""택배복권 당첨""이라 놀려서 더 화.❤️그래도 새 상품 오면 또 잊고 신나겠지.❤️교환 기다리는 동안 발은 맨발로 뒤뚱, 웃픈 하루였지.","온라인 상점에서 운동화를 샀는데 완전 다르게 짝이 안 맞는 신발이 와서 어이가 없고 빵 터졌어요.<LF> 고객 서비스에 환불을 요구하니 사진을 더 보내라며 시간을 질질 끌더라고요.<LF> 보상 요구하며 목소리를 높이자 겨우 교환 처리를 해줬어요.<LF> 심지어 배송비 환불도 마치 돈 빌려주는 것처럼 마지못해 해줬답니다.<LF> 별점 1개 리뷰 남기니 절반은 스트레스가 풀리는 기분이었어요.<LF> 다음부터는 상품을 직접 보고 사려고 오프라인에서 쇼핑하려고요.<LF> 친구가 “배달 복권 맞았다”며 웃으며 놀려서 더 열 받았어요.<LF> 그래도 새 제품이 오면 다 잊고 다시 신나겠죠.<LF> 교환 제품 기다리며 맨발로 이리저리 왔다 갔다, 씁쓸하면서도 웃긴 하루였네요.",True
일반 대화,"회사 프린터 jam 걸려 보고서 조각, 내 멘탈 산산.❤️상사 앞에서 땀 뻘뻘, 동료들 뒤에서 킥킥거려.❤️서비스팀 30분 후 도착이라 시간 죽는 느낌.❤️결국 수동 급지로 다시 출력, 손가락 화상 직전.❤️상사가 미안하다며 아이스커피 쐈다, 돈 세이브.❤️맛있는 커피 한모금에 화도 좀 풀렸지.❤️프린터 앞에 '먹지 마세요' 대신 '종이 제대로 넣으세요' 큰 글씨.❤️다음 주엔 예비 보고서 두 부 더 뽑아 둘 거야.","회사 프린터가 걸려서 내 보고서가 여기저기 흩어졌고, 내 정신 상태도 완전히 무너졌다. <LF> 사장님 앞에서 땀을 뻘뻘 흘리는데, 동료들은 내 뒤에서 킥킥 웃었다. <LF> 서비스팀이 30분 뒤에 온다고 해서 기다림이 끝이 없는 것 같았다. <LF> 결국 수동 급지를 사용해 다시 인쇄했는데, 손가락이 거의 데일 뻔했다. <LF> 사장님이 미안하다며 아이스커피를 사주셔서, 돈도 좀 절약됐다. <LF> 그 맛있는 커피 한 모금에 화가 조금 가라앉았다. <LF> ‘먹지 마시오’ 대신 이제 프린터에 ‘용지를 제대로 넣어 주세요’라는 큰 안내문이 붙어 있다. <LF> 다음 주에는 만일을 대비해 초안 보고서를 두 부 더 인쇄할 예정이다.",True
일반 대화,"주말 축구장, 심판 편파판정에 관중 화산처럼 폭발.❤️욕설 난무해도 선수들은 담담, 존경스럽더라.❤️친구랑 치킨 들고 소리 지르다 목 쉬었어, 담배 필요 없네.❤️맥주값 사악했지만 스트레스 확 풀림.❤️후반 역전골에 다같이 하이파이브, 평화 복구.❤️경기 끝에 상대팬과 악수, 역시 스포츠는 멋져.❤️다음 경기엔 목캔디랑 현금 칼같이 챙길 예정.❤️지갑은 가벼워도 추억은 묵직해.❤️집 가는 길엔 버스 안에서 하이라이트 재생하며 행복 리셋.","주말 축구 경기에서 관중들은 심판의 편파 판정에 마치 화산이 폭발하듯 크게 분노했다. <LF> 수많은 욕설에도 불구하고 선수들은 침착하고 존중하는 태도를 유지했다. <LF> 친구와 나는 닭고기를 들고 소리 지르며 목이 쉬었지만, 담배는 필요 없었다. <LF> 맥주 가격은 터무니없이 비쌌지만 스트레스는 사라졌다. <LF> 늦은 역전골 후 모두가 하이파이브하며 평화가 회복되었다. <LF> 경기 끝나고는 상대 팬들과 악수하며 스포츠가 정말 최고임을 느꼈다. <LF> 다음 경기는 인후 캔디와 현금을 꼭 챙길 거다, 언제나처럼 만반의 준비를 하며. <LF> 지갑은 가벼워졌지만 추억은 무겁다. <LF> 집으로 가는 버스 안에서 하이라이트를 다시 보며 행복을 새로 고쳤다.",True
